name,data,hit,false_alarm,miss,correct_rejection,hit_catched,time_duration,mode,all_latencies,all_times_checked
Sub9_B20_2C3,"6, 5, 8, 6, 9, 3, 5, 5, 3, 2, 0, 8, 2, 5, 2, 5, 3, 2, 2, 8, 7, 8, 8, 0, 3, 4, 0, 0, 5, 2, 6, 5, 1, 5, 0, 1, 2, 2, 5, 4, 2, 2, 9, 8, 0, 9, 9, 7, 2, 9, 2, 6, 0, 6, 6, 2, 3, 4, 3, 3, 1, 0, 0, 1, 2, 5, 8, 6, 5, 4, 8, 6, 4, 5, 8, 7, 8, 8, 4, 1, 3, 5, 1, 6, 6, 7, 6, 8, 5, 2, 0, 5",19,0,1,69,"{0: ([6, 5, 8, 6], '00:11', 0.867), 5: ([3, 5, 5, 3], '00:28', 1.194), 9: ([2, 0, 8, 2], '00:40', 0.631), 14: ([2, 5, 3, 2], '00:56', 0.526), 19: ([8, 7, 8, 8], '01:14', 2.273), 23: ([0, 3, 4, 0], '01:26', 0.743), 28: ([5, 2, 6, 5], '01:42', 0.87), 32: ([1, 5, 0, 1], '01:55', 1.209), 37: ([2, 5, 4, 2], '02:12', 1.021), 42: ([9, 8, 0, 9], '02:27', 0.539), 46: ([9, 7, 2, 9], '02:40', 0.616), 51: ([6, 0, 6, 6], '02:57', 0.652), 56: ([3, 4, 3, 3], '03:13', 1.138), 60: ([1, 0, 0, 1], '03:28', 2.977), 65: ([5, 8, 6, 5], '03:42', 0.741), 74: ([8, 7, 8, 8], '04:11', 0.673), 79: ([1, 3, 5, 1], '04:28', 1.084), 83: ([6, 6, 7, 6], '04:41', 1.019), 88: ([5, 2, 0, 5], '04:58', 1.422)}",4:59,3,"[0.867, 1.194, 0.631, 0.526, 2.273, 0.743, 0.87, 1.209, 1.021, 0.539, 0.616, 0.652, 1.138, 2.977, 0.741, 0.673, 1.084, 1.019, 1.422]","['00:11', '00:28', '00:40', '00:56', '01:14', '01:26', '01:42', '01:55', '02:12', '02:27', '02:40', '02:57', '03:13', '03:28', '03:42', '04:11', '04:28', '04:41', '04:58']"
Sub11_B21_1C1,"7, 9, 8, 7, 8, 1, 1, 7, 1, 5, 4, 0, 5, 0, 5, 8, 9, 5, 2, 5, 3, 3, 5, 9, 9, 7, 9, 5, 2, 8, 1, 2, 4, 4, 5, 4, 3, 4, 7, 1, 4, 3, 2, 0, 5, 2, 1, 1, 5, 1, 0, 3, 8, 6, 3, 4, 2, 6, 0, 2, 8, 7, 8, 8, 4, 7, 7, 0, 7, 1, 6, 0, 1, 4, 4, 6, 5, 4, 8, 3, 1, 3, 3, 6, 2, 9, 6, 3, 6, 8, 6, 6",18,5,2,64,"{0: ([7, 9, 8, 7], '00:11', 0.905), 5: ([1, 1, 7, 1], '00:27', 0.447), 9: ([5, 4, 0, 5], '00:40', 0.742), 14: ([5, 8, 9, 5], '00:58', 1.9), 19: ([5, 3, 3, 5], '01:15', 2.711), 23: ([9, 9, 7, 9], '01:26', 0.771), 28: ([2, 8, 1, 2], '01:42', 0.784), 32: ([4, 4, 5, 4], '01:55', 0.681), 37: ([4, 7, 1, 4], '02:12', 1.317), 42: ([2, 0, 5, 2], '02:28', 1.735), 46: ([1, 1, 5, 1], '02:41', 1.445), 51: ([3, 8, 6, 3], '02:57', 1.107), 56: ([2, 6, 0, 2], '03:14', 1.473), 60: ([8, 7, 8, 8], '03:27', 1.88), 65: ([7, 7, 0, 7], '03:42', 0.725), 69: ([1, 6, 0, 1], '03:55', 1.019), 74: ([4, 6, 5, 4], '04:11', 0.747), 79: ([3, 1, 3, 3], '04:28', 0.821)}",4:59,3,"[0.905, 0.447, 0.742, 1.9, 2.711, 0.771, 0.784, 0.681, 1.317, 1.735, 1.445, 1.107, 1.473, 1.88, 0.725, 1.019, 0.747, 0.821]","['00:11', '00:27', '00:40', '00:58', '01:15', '01:26', '01:42', '01:55', '02:12', '02:28', '02:41', '02:57', '03:14', '03:27', '03:42', '03:55', '04:11', '04:28']"
Sub11_B21_2C3,"5, 5, 2, 5, 6, 3, 1, 0, 3, 4, 5, 4, 4, 3, 7, 5, 2, 7, 6, 3, 9, 9, 3, 3, 3, 8, 3, 1, 2, 4, 5, 2, 1, 6, 6, 1, 2, 7, 8, 4, 7, 5, 7, 4, 0, 7, 6, 8, 9, 6, 1, 4, 5, 7, 4, 3, 1, 6, 9, 1, 7, 6, 8, 7, 8, 9, 2, 4, 9, 4, 5, 6, 4, 8, 0, 6, 3, 0, 2, 1, 1, 0, 1, 4, 3, 2, 4, 7, 0, 5, 3, 0",15,3,5,66,"{0: ([5, 5, 2, 5], '00:11', 0.881), 5: ([3, 1, 0, 3], '00:28', 1.48), 9: ([4, 5, 4, 4], '00:41', 1.684), 14: ([7, 5, 2, 7], '00:57', 1.127), 19: ([3, 9, 9, 3], '01:13', 1.007), 23: ([3, 3, 8, 3], '01:26', 0.761), 28: ([2, 4, 5, 2], '01:43', 1.765), 37: ([7, 8, 4, 7], '02:12', 1.801), 46: ([6, 8, 9, 6], '02:41', 1.051), 51: ([4, 5, 7, 4], '02:57', 1.134), 56: ([1, 6, 9, 1], '03:13', 0.907), 60: ([7, 6, 8, 7], '03:27', 2.093), 69: ([4, 5, 6, 4], '03:56', 1.569), 83: ([4, 3, 2, 4], '04:41', 0.751), 88: ([0, 5, 3, 0], '04:57', 0.653)}",4:59,3,"[0.881, 1.48, 1.684, 1.127, 1.007, 0.761, 1.765, 1.801, 1.051, 1.134, 0.907, 2.093, 1.569, 0.751, 0.653]","['00:11', '00:28', '00:41', '00:57', '01:13', '01:26', '01:43', '02:12', '02:41', '02:57', '03:13', '03:27', '03:56', '04:41', '04:57']"
Sub14_G23_1C1,"4, 8, 8, 4, 5, 0, 1, 2, 0, 7, 6, 8, 7, 9, 5, 6, 2, 5, 9, 9, 0, 4, 9, 2, 1, 0, 2, 8, 6, 9, 2, 6, 7, 4, 7, 7, 6, 3, 2, 9, 3, 0, 3, 6, 9, 3, 5, 3, 2, 5, 5, 0, 4, 2, 0, 9, 3, 7, 2, 3, 5, 4, 2, 5, 2, 7, 0, 1, 7, 1, 0, 6, 1, 7, 4, 3, 5, 4, 1, 0, 5, 6, 0, 3, 7, 1, 3, 5, 2, 8, 6, 2",13,7,7,62,"{0: ([4, 8, 8, 4], '00:11', 0.774), 5: ([0, 1, 2, 0], '00:27', 0.811), 9: ([7, 6, 8, 7], '00:41', 1.463), 19: ([9, 0, 4, 9], '01:14', 1.837), 28: ([6, 9, 2, 6], '01:43', 1.642), 32: ([7, 4, 7, 7], '01:56', 2.169), 37: ([3, 2, 9, 3], '02:12', 1.622), 51: ([0, 4, 2, 0], '02:58', 2.055), 56: ([3, 7, 2, 3], '03:13', 0.472), 60: ([5, 4, 2, 5], '03:28', 2.4), 65: ([7, 0, 1, 7], '03:43', 1.358), 69: ([1, 0, 6, 1], '03:57', 2.124), 74: ([4, 3, 5, 4], '04:13', 2.117)}",4:59,3,"[0.774, 0.811, 1.463, 1.837, 1.642, 2.169, 1.622, 2.055, 0.472, 2.4, 1.358, 2.124, 2.117]","['00:11', '00:27', '00:41', '01:14', '01:43', '01:56', '02:12', '02:58', '03:13', '03:28', '03:43', '03:57', '04:13']"
Sub14_G23_2C3,"9, 3, 3, 9, 6, 7, 8, 1, 7, 0, 2, 5, 0, 3, 7, 7, 7, 7, 3, 6, 6, 1, 6, 1, 3, 1, 1, 8, 3, 3, 9, 3, 9, 2, 1, 9, 7, 3, 4, 6, 3, 3, 0, 9, 5, 0, 5, 8, 7, 5, 9, 5, 2, 3, 5, 5, 9, 0, 4, 9, 9, 0, 6, 9, 9, 9, 0, 2, 9, 3, 0, 8, 3, 8, 5, 6, 0, 5, 0, 6, 8, 7, 6, 4, 4, 9, 4, 5, 6, 3, 8, 6",15,6,5,63,"{5: ([7, 8, 1, 7], '00:29', 2.477), 9: ([0, 2, 5, 0], '00:41', 1.743), 14: ([7, 7, 7, 7], '00:58', 2.656), 19: ([6, 6, 1, 6], '01:14', 1.701), 28: ([3, 3, 9, 3], '01:43', 1.426), 32: ([9, 2, 1, 9], '01:56', 2.057), 37: ([3, 4, 6, 3], '02:12', 1.777), 42: ([0, 9, 5, 0], '02:28', 1.074), 46: ([5, 8, 7, 5], '02:42', 2.102), 56: ([9, 0, 4, 9], '03:13', 1.049), 60: ([9, 0, 6, 9], '03:26', 0.72), 69: ([3, 0, 8, 3], '03:57', 2.534), 74: ([5, 6, 0, 5], '04:12', 0.974), 83: ([4, 4, 9, 4], '04:41', 0.8), 88: ([6, 3, 8, 6], '04:59', 2.321)}",4:59,3,"[2.477, 1.743, 2.656, 1.701, 1.426, 2.057, 1.777, 1.074, 2.102, 1.049, 0.72, 2.534, 0.974, 0.8, 2.321]","['00:29', '00:41', '00:58', '01:14', '01:43', '01:56', '02:12', '02:28', '02:42', '03:13', '03:26', '03:57', '04:12', '04:41', '04:59']"
Sub18_B21_1C1,"4, 6, 3, 4, 8, 9, 9, 1, 9, 7, 0, 0, 7, 9, 3, 6, 2, 3, 7, 8, 9, 3, 8, 0, 7, 4, 0, 5, 5, 7, 3, 5, 5, 1, 3, 5, 6, 7, 6, 5, 7, 2, 9, 6, 6, 9, 0, 8, 5, 0, 4, 9, 8, 6, 9, 2, 4, 6, 8, 4, 5, 3, 5, 5, 7, 8, 0, 6, 8, 6, 9, 9, 6, 4, 0, 7, 1, 0, 3, 5, 4, 0, 5, 2, 4, 4, 2, 9, 9, 4, 2, 9",9,9,11,60,"{0: ([4, 6, 3, 4], '00:11', 0.644), 14: ([3, 6, 2, 3], '00:56', 0.664), 28: ([5, 7, 3, 5], '01:43', 1.668), 32: ([5, 1, 3, 5], '01:55', 0.761), 51: ([9, 8, 6, 9], '02:57', 0.677), 56: ([4, 6, 8, 4], '03:14', 2.034), 65: ([8, 0, 6, 8], '03:44', 2.168), 69: ([6, 9, 9, 6], '03:56', 1.554), 74: ([0, 7, 1, 0], '04:13', 1.817)}",4:59,3,"[0.644, 0.664, 1.668, 0.761, 0.677, 2.034, 2.168, 1.554, 1.817]","['00:11', '00:56', '01:43', '01:55', '02:57', '03:14', '03:44', '03:56', '04:13']"
Sub18_B21_2C3,"8, 0, 1, 8, 3, 7, 7, 4, 7, 3, 9, 8, 3, 4, 3, 9, 1, 3, 4, 8, 1, 8, 8, 9, 9, 1, 9, 5, 0, 4, 0, 0, 0, 6, 1, 0, 7, 6, 5, 5, 6, 8, 8, 1, 5, 8, 4, 6, 2, 4, 7, 9, 7, 9, 9, 0, 7, 4, 1, 7, 7, 3, 3, 7, 4, 9, 8, 1, 9, 7, 0, 6, 7, 1, 3, 3, 5, 3, 7, 0, 0, 5, 0, 9, 6, 3, 9, 4, 5, 6, 3, 5",16,7,4,62,"{0: ([8, 0, 1, 8], '00:11', 0.824), 5: ([7, 7, 4, 7], '00:28', 1.76), 9: ([3, 9, 8, 3], '00:41', 1.033), 14: ([3, 9, 1, 3], '00:58', 1.811), 19: ([8, 1, 8, 8], '01:15', 2.643), 23: ([9, 9, 1, 9], '01:27', 2.03), 28: ([0, 4, 0, 0], '01:43', 1.481), 32: ([0, 6, 1, 0], '01:55', 0.965), 37: ([6, 5, 5, 6], '02:13', 2.689), 42: ([8, 1, 5, 8], '02:27', 0.586), 46: ([4, 6, 2, 4], '02:41', 0.821), 56: ([7, 4, 1, 7], '03:13', 0.886), 65: ([9, 8, 1, 9], '03:43', 1.643), 74: ([3, 3, 5, 3], '04:12', 0.99), 83: ([9, 6, 3, 9], '04:42', 1.898), 88: ([5, 6, 3, 5], '04:57', 0.832)}",4:59,3,"[0.824, 1.76, 1.033, 1.811, 2.643, 2.03, 1.481, 0.965, 2.689, 0.586, 0.821, 0.886, 1.643, 0.99, 1.898, 0.832]","['00:11', '00:28', '00:41', '00:58', '01:15', '01:27', '01:43', '01:55', '02:13', '02:27', '02:41', '03:13', '03:43', '04:12', '04:42', '04:57']"
Sub3_G18_1C1,"2, 8, 8, 2, 9, 6, 3, 6, 6, 6, 3, 3, 6, 7, 0, 7, 3, 0, 1, 5, 3, 9, 5, 8, 3, 8, 8, 7, 5, 0, 5, 5, 3, 6, 8, 3, 9, 5, 4, 1, 5, 9, 2, 2, 1, 2, 5, 9, 4, 5, 5, 6, 9, 8, 6, 5, 3, 5, 0, 3, 4, 2, 9, 4, 8, 5, 8, 6, 5, 5, 9, 3, 5, 4, 7, 8, 3, 7, 4, 8, 0, 2, 8, 5, 0, 0, 5, 8, 5, 7, 6, 5",17,15,3,54,"{0: ([2, 8, 8, 2], '00:11', 0.587), 9: ([6, 3, 3, 6], '00:40', 0.718), 14: ([0, 7, 3, 0], '00:57', 0.755), 19: ([5, 3, 9, 5], '01:13', 0.732), 28: ([5, 0, 5, 5], '01:42', 0.357), 32: ([3, 6, 8, 3], '01:55', 0.502), 37: ([5, 4, 1, 5], '02:11', 0.554), 42: ([2, 2, 1, 2], '02:27', 0.365), 46: ([5, 9, 4, 5], '02:40', 0.374), 51: ([6, 9, 8, 6], '02:56', 0.336), 56: ([3, 5, 0, 3], '03:13', 0.673), 65: ([5, 8, 6, 5], '03:42', 0.366), 69: ([5, 9, 3, 5], '03:55', 0.572), 74: ([7, 8, 3, 7], '04:12', 1.11), 79: ([8, 0, 2, 8], '04:28', 0.893), 83: ([5, 0, 0, 5], '04:41', 0.669), 88: ([5, 7, 6, 5], '04:57', 0.623)}",4:59,3,"[0.587, 0.718, 0.755, 0.732, 0.357, 0.502, 0.554, 0.365, 0.374, 0.336, 0.673, 0.366, 0.572, 1.11, 0.893, 0.669, 0.623]","['00:11', '00:40', '00:57', '01:13', '01:42', '01:55', '02:11', '02:27', '02:40', '02:56', '03:13', '03:42', '03:55', '04:12', '04:28', '04:41', '04:57']"
Sub3_G18_2C3,"6, 0, 6, 6, 7, 0, 5, 3, 0, 7, 2, 3, 7, 5, 9, 3, 7, 9, 1, 3, 1, 5, 3, 6, 7, 7, 6, 0, 3, 7, 7, 3, 8, 3, 6, 8, 9, 8, 9, 7, 8, 7, 4, 2, 9, 4, 1, 3, 7, 1, 1, 1, 9, 7, 1, 5, 1, 3, 3, 1, 9, 2, 5, 9, 7, 4, 1, 5, 4, 4, 6, 5, 4, 8, 3, 7, 0, 3, 0, 6, 2, 1, 6, 8, 7, 4, 8, 0, 8, 0, 5, 8",17,17,3,52,"{0: ([6, 0, 6, 6], '00:11', 0.714), 5: ([0, 5, 3, 0], '00:28', 1.32), 9: ([7, 2, 3, 7], '00:40', 0.817), 14: ([9, 3, 7, 9], '00:56', 0.704), 19: ([3, 1, 5, 3], '01:12', 0.398), 28: ([3, 7, 7, 3], '01:42', 0.795), 32: ([8, 3, 6, 8], '01:55', 0.865), 37: ([8, 9, 7, 8], '02:11', 0.971), 46: ([1, 3, 7, 1], '02:41', 0.858), 51: ([1, 9, 7, 1], '02:57', 0.728), 56: ([1, 3, 3, 1], '03:13', 0.656), 60: ([9, 2, 5, 9], '03:26', 0.478), 65: ([4, 1, 5, 4], '03:42', 0.694), 69: ([4, 6, 5, 4], '03:55', 0.487), 79: ([6, 2, 1, 6], '04:28', 0.691), 83: ([8, 7, 4, 8], '04:40', 0.447), 88: ([8, 0, 5, 8], '04:58', 1.611)}",4:59,3,"[0.714, 1.32, 0.817, 0.704, 0.398, 0.795, 0.865, 0.971, 0.858, 0.728, 0.656, 0.478, 0.694, 0.487, 0.691, 0.447, 1.611]","['00:11', '00:28', '00:40', '00:56', '01:12', '01:42', '01:55', '02:11', '02:41', '02:57', '03:13', '03:26', '03:42', '03:55', '04:28', '04:40', '04:58']"
Sub35_B21_1C,"4, 7, 4, 4, 5, 7, 9, 3, 7, 6, 2, 3, 6, 5, 7, 7, 3, 7, 2, 0, 9, 5, 0, 6, 2, 1, 6, 6, 5, 3, 7, 5, 0, 8, 8, 0, 0, 2, 3, 5, 2, 7, 9, 9, 6, 9, 7, 4, 1, 7, 7, 0, 2, 3, 0, 8, 7, 6, 2, 7, 0, 3, 0, 0, 7, 9, 4, 4, 9, 6, 9, 4, 6, 2, 2, 1, 0, 2, 4, 9, 7, 1, 9, 1, 8, 3, 1, 0, 5, 6, 9, 5",17,4,3,65,"{0: ([4, 7, 4, 4], '00:11', 0.949), 5: ([7, 9, 3, 7], '00:27', 0.415), 9: ([6, 2, 3, 6], '00:40', 0.397), 19: ([0, 9, 5, 0], '01:12', 0.31), 28: ([5, 3, 7, 5], '01:42', 0.495), 32: ([0, 8, 8, 0], '01:55', 0.345), 37: ([2, 3, 5, 2], '02:11', 0.363), 42: ([9, 9, 6, 9], '02:28', 1.006), 46: ([7, 4, 1, 7], '02:40', 0.368), 51: ([0, 2, 3, 0], '02:56', 0.485), 56: ([7, 6, 2, 7], '03:13', 0.539), 60: ([0, 3, 0, 0], '03:26', 0.308), 65: ([9, 4, 4, 9], '03:42', 0.685), 69: ([6, 9, 4, 6], '03:55', 0.676), 74: ([2, 1, 0, 2], '04:11', 0.505), 79: ([9, 7, 1, 9], '04:27', 0.527), 88: ([5, 6, 9, 5], '04:57', 0.726)}",4:59,3,"[0.949, 0.415, 0.397, 0.31, 0.495, 0.345, 0.363, 1.006, 0.368, 0.485, 0.539, 0.308, 0.685, 0.676, 0.505, 0.527, 0.726]","['00:11', '00:27', '00:40', '01:12', '01:42', '01:55', '02:11', '02:28', '02:40', '02:56', '03:13', '03:26', '03:42', '03:55', '04:11', '04:27', '04:57']"
Sub35_B21_2G,"2, 4, 4, 2, 3, 9, 3, 7, 9, 6, 9, 5, 6, 6, 7, 7, 1, 7, 4, 4, 9, 0, 4, 4, 6, 8, 4, 4, 5, 6, 7, 5, 8, 8, 8, 8, 2, 6, 7, 8, 6, 4, 7, 5, 0, 7, 6, 8, 3, 6, 6, 9, 0, 2, 9, 5, 1, 3, 8, 1, 0, 5, 2, 0, 7, 5, 6, 6, 5, 1, 2, 8, 1, 3, 9, 4, 8, 9, 9, 5, 6, 0, 5, 5, 4, 3, 5, 0, 5, 3, 8, 5",14,3,6,66,"{0: ([2, 4, 4, 2], '00:12', 1.552), 9: ([6, 9, 5, 6], '00:40', 0.38), 14: ([7, 7, 1, 7], '00:56', 0.557), 19: ([4, 9, 0, 4], '01:13', 0.703), 32: ([8, 8, 8, 8], '01:55', 0.635), 37: ([6, 7, 8, 6], '02:11', 0.379), 56: ([1, 3, 8, 1], '03:13', 0.353), 60: ([0, 5, 2, 0], '03:26', 0.347), 65: ([5, 6, 6, 5], '03:42', 0.379), 69: ([1, 2, 8, 1], '03:55', 0.496), 74: ([9, 4, 8, 9], '04:12', 1.074), 79: ([5, 6, 0, 5], '04:28', 0.575), 83: ([5, 4, 3, 5], '04:40', 0.493), 88: ([5, 3, 8, 5], '04:58', 1.655)}",4:59,3,"[1.552, 0.38, 0.557, 0.703, 0.635, 0.379, 0.353, 0.347, 0.379, 0.496, 1.074, 0.575, 0.493, 1.655]","['00:12', '00:40', '00:56', '01:13', '01:55', '02:11', '03:13', '03:26', '03:42', '03:55', '04:12', '04:28', '04:40', '04:58']"
Sub39_G24_1C,"2, 8, 0, 2, 5, 1, 5, 2, 1, 8, 6, 8, 8, 7, 3, 7, 4, 3, 0, 0, 4, 2, 0, 6, 3, 8, 6, 8, 9, 0, 7, 9, 1, 4, 2, 1, 9, 3, 5, 4, 3, 8, 6, 2, 7, 6, 0, 9, 8, 0, 4, 1, 2, 9, 1, 3, 8, 4, 9, 8, 8, 1, 6, 8, 7, 1, 4, 9, 1, 5, 3, 4, 5, 7, 3, 8, 4, 3, 7, 8, 1, 4, 8, 6, 1, 6, 6, 9, 7, 4, 4, 7",6,4,14,65,"{51: ([1, 2, 9, 1], '02:57', 0.727), 60: ([8, 1, 6, 8], '03:26', 0.708), 65: ([1, 4, 9, 1], '03:42', 0.863), 79: ([8, 1, 4, 8], '04:28', 1.138), 83: ([6, 1, 6, 6], '04:41', 0.883), 88: ([7, 4, 4, 7], '04:57', 1.053)}",4:59,3,"[0.727, 0.708, 0.863, 1.138, 0.883, 1.053]","['02:57', '03:26', '03:42', '04:28', '04:41', '04:57']"
Sun39_G24_2G ,"7, 3, 5, 7, 6, 1, 0, 2, 1, 1, 0, 4, 1, 3, 3, 5, 8, 3, 4, 7, 9, 7, 7, 5, 1, 4, 5, 3, 6, 4, 1, 6, 5, 2, 2, 5, 3, 4, 7, 4, 4, 5, 5, 8, 4, 5, 4, 0, 4, 4, 1, 0, 1, 2, 0, 9, 0, 9, 5, 0, 7, 1, 6, 7, 6, 4, 2, 9, 4, 6, 7, 9, 6, 6, 4, 1, 0, 4, 8, 2, 2, 0, 2, 9, 1, 6, 9, 9, 2, 7, 7, 2",6,4,14,65,"{9: ([1, 0, 4, 1], '00:41', 1.056), 46: ([4, 0, 4, 4], '02:42', 1.845), 51: ([0, 1, 2, 0], '02:58', 2.265), 65: ([4, 2, 9, 4], '03:42', 0.601), 79: ([2, 2, 0, 2], '04:28', 1.142), 88: ([2, 7, 7, 2], '04:57', 0.964)}",4:59,3,"[1.056, 1.845, 2.265, 0.601, 1.142, 0.964]","['00:41', '02:42', '02:58', '03:42', '04:28', '04:57']"
Sub61_G22_1C,"1, 6, 3, 1, 0, 7, 4, 7, 7, 7, 9, 5, 7, 4, 0, 8, 2, 0, 5, 5, 2, 4, 5, 5, 7, 3, 5, 0, 0, 1, 3, 0, 3, 9, 6, 3, 4, 7, 9, 8, 7, 6, 9, 6, 7, 9, 8, 0, 6, 8, 3, 1, 2, 6, 1, 9, 9, 4, 7, 9, 7, 9, 6, 7, 5, 5, 2, 7, 5, 4, 1, 4, 4, 2, 6, 3, 9, 6, 5, 6, 3, 2, 6, 5, 4, 3, 5, 5, 5, 2, 4, 5",10,1,10,68,"{5: ([7, 4, 7, 7], '00:29', 2.184), 9: ([7, 9, 5, 7], '00:41', 1.819), 19: ([5, 2, 4, 5], '01:13', 1.397), 28: ([0, 1, 3, 0], '01:44', 2.492), 46: ([8, 0, 6, 8], '02:41', 1.609), 56: ([9, 4, 7, 9], '03:14', 1.794), 65: ([5, 2, 7, 5], '03:43', 1.156), 79: ([6, 3, 2, 6], '04:29', 1.876), 83: ([5, 4, 3, 5], '04:43', 2.628), 88: ([5, 2, 4, 5], '04:58', 2.099)}",4:59,3,"[2.184, 1.819, 1.397, 2.492, 1.609, 1.794, 1.156, 1.876, 2.628, 2.099]","['00:29', '00:41', '01:13', '01:44', '02:41', '03:14', '03:43', '04:29', '04:43', '04:58']"
Sub61_G22_2G,"3, 7, 0, 3, 3, 4, 9, 9, 4, 6, 7, 3, 6, 2, 7, 1, 4, 7, 9, 6, 5, 3, 6, 1, 6, 3, 1, 4, 4, 4, 5, 4, 7, 8, 6, 7, 9, 2, 4, 1, 2, 5, 3, 3, 8, 3, 6, 1, 4, 6, 9, 6, 1, 2, 6, 7, 7, 0, 8, 7, 5, 6, 1, 5, 2, 5, 6, 8, 5, 4, 0, 6, 4, 7, 3, 6, 8, 3, 0, 4, 6, 5, 4, 3, 4, 5, 3, 1, 2, 8, 4, 2",19,0,1,69,"{5: ([4, 9, 9, 4], '00:28', 1.445), 9: ([6, 7, 3, 6], '00:42', 2.843), 14: ([7, 1, 4, 7], '00:57', 1.116), 19: ([6, 5, 3, 6], '01:15', 2.577), 23: ([1, 6, 3, 1], '01:27', 2.465), 28: ([4, 4, 5, 4], '01:42', 0.874), 32: ([7, 8, 6, 7], '01:56', 1.799), 37: ([2, 4, 1, 2], '02:12', 1.121), 42: ([3, 3, 8, 3], '02:28', 1.316), 46: ([6, 1, 4, 6], '02:40', 0.5), 51: ([6, 1, 2, 6], '02:57', 1.209), 56: ([7, 0, 8, 7], '03:15', 2.573), 60: ([5, 6, 1, 5], '03:28', 2.439), 65: ([5, 6, 8, 5], '03:43', 1.335), 69: ([4, 0, 6, 4], '03:57', 2.371), 74: ([3, 6, 8, 3], '04:13', 2.767), 79: ([4, 6, 5, 4], '04:29', 2.075), 83: ([3, 4, 5, 3], '04:42', 2.265), 88: ([2, 8, 4, 2], '04:58', 2.134)}",4:59,3,"[1.445, 2.843, 1.116, 2.577, 2.465, 0.874, 1.799, 1.121, 1.316, 0.5, 1.209, 2.573, 2.439, 1.335, 2.371, 2.767, 2.075, 2.265, 2.134]","['00:28', '00:42', '00:57', '01:15', '01:27', '01:42', '01:56', '02:12', '02:28', '02:40', '02:57', '03:15', '03:28', '03:43', '03:57', '04:13', '04:29', '04:42', '04:58']"
Sub53_G22_1C,"0, 7, 7, 0, 8, 2, 8, 5, 2, 1, 1, 5, 1, 5, 2, 9, 6, 2, 6, 8, 0, 0, 8, 5, 3, 5, 5, 8, 2, 7, 2, 2, 2, 1, 0, 2, 2, 8, 0, 4, 8, 4, 3, 2, 6, 3, 4, 3, 6, 4, 4, 5, 7, 8, 5, 4, 9, 9, 0, 9, 3, 9, 4, 3, 7, 9, 6, 3, 9, 4, 7, 2, 4, 0, 3, 3, 4, 3, 7, 9, 0, 4, 9, 8, 9, 2, 8, 2, 7, 4, 6, 7",18,5,2,64,"{0: ([0, 7, 7, 0], '00:12', 1.49), 5: ([2, 8, 5, 2], '00:27', 0.417), 9: ([1, 1, 5, 1], '00:41', 1.01), 14: ([2, 9, 6, 2], '00:56', 0.595), 19: ([8, 0, 0, 8], '01:13', 1.157), 23: ([5, 3, 5, 5], '01:26', 0.616), 28: ([2, 7, 2, 2], '01:42', 0.638), 32: ([2, 1, 0, 2], '01:56', 2.06), 37: ([8, 0, 4, 8], '02:11', 0.858), 42: ([3, 2, 6, 3], '02:27', 0.68), 51: ([5, 7, 8, 5], '02:57', 0.787), 56: ([9, 9, 0, 9], '03:14', 1.585), 60: ([3, 9, 4, 3], '03:27', 1.385), 69: ([4, 7, 2, 4], '03:56', 1.794), 74: ([3, 3, 4, 3], '04:12', 1.141), 79: ([9, 0, 4, 9], '04:28', 0.988), 83: ([8, 9, 2, 8], '04:41', 1.441), 88: ([7, 4, 6, 7], '04:57', 1.162)}",4:59,3,"[1.49, 0.417, 1.01, 0.595, 1.157, 0.616, 0.638, 2.06, 0.858, 0.68, 0.787, 1.585, 1.385, 1.794, 1.141, 0.988, 1.441, 1.162]","['00:12', '00:27', '00:41', '00:56', '01:13', '01:26', '01:42', '01:56', '02:11', '02:27', '02:57', '03:14', '03:27', '03:56', '04:12', '04:28', '04:41', '04:57']"
